Geneid,NCAPD3 Knockdown1,NCAPD3 Knockdown2,NCAPD3 Knockdown3,Wild.Type1,Wild Type2,Wild Type3
ENSG00000233839,0,0,0,0,0,0
ENSG00000250890,0,0,0,0,0,0
ENSG00000232240,0,0,0,0,0,0
ENSG00000230921,0,0,0,0,0,0
ENSG00000286151,0,0,0,0,0,0
ENSG00000234388,0,0,0,0,0,0
ENSG00000271736,0,0,0,0,0,0
ENSG00000233717,0,0,0,0,0,0
ENSG00000163155,274,234,329,392,392,305
ENSG00000241975,12,10,5,7,7,1
ENSG00000271143,0,0,0,0,0,0
ENSG00000270976,0,0,0,0,0,0
ENSG00000228217,1,6,9,10,10,4
ENSG00000270342,0,0,0,0,0,0
ENSG00000231100,0,0,0,0,0,0
ENSG00000116824,0,216,0,4,4,5
ENSG00000235887,0,0,1,0,0,0
ENSG00000237460,0,0,0,0,0,0
ENSG00000236887,0,0,0,0,0,0
ENSG00000024526,623,527,592,673,673,474
ENSG00000235756,0,0,0,0,0,0
ENSG00000173810,0,0,0,0,0,0
ENSG00000235005,0,0,0,0,0,0
ENSG00000271890,0,0,0,0,0,0
ENSG00000227425,1,0,0,0,0,0
ENSG00000225279,0,0,0,2,2,0
ENSG00000229101,0,0,0,0,0,0
ENSG00000239216,0,0,0,0,0,0
ENSG00000283360,10,2,4,8,8,0
ENSG00000117262,169,287,114,220,220,140
ENSG00000227907,0,0,0,0,0,0
ENSG00000227970,0,0,0,0,0,0
ENSG00000261055,0,0,2,0,0,0
ENSG00000231613,0,0,0,0,0,0
ENSG00000137947,907,1264,1095,1019,1019,821
ENSG00000236689,2,0,0,0,0,0
ENSG00000233589,1,5,1,6,6,7
ENSG00000117586,0,4,1,0,0,0
ENSG00000230946,2,6,2,0,0,4
ENSG00000226028,0,0,0,0,0,0
ENSG00000162728,0,2,0,2,2,0
ENSG00000229021,10,14,18,6,6,18
ENSG00000203825,0,0,0,0,0,0
ENSG00000184371,381,300,266,273,273,289
ENSG00000233449,0,0,0,0,0,0
ENSG00000242943,0,0,0,0,0,0
ENSG00000233203,1,4,1,0,0,1
ENSG00000232499,105,115,125,136,136,129
ENSG00000232265,0,0,0,0,0,0
ENSG00000163154,5,4,0,6,6,0
ENSG00000232995,26,21,30,25,25,16
ENSG00000238087,0,0,0,0,0,0
ENSG00000227777,4,5,0,0,0,2
ENSG00000177173,43,52,32,57,57,32
ENSG00000238022,0,0,0,0,0,0
ENSG00000231671,0,0,0,0,0,0
ENSG00000162729,771,765,528,673,673,667
ENSG00000143158,77,79,90,86,86,68
ENSG00000271092,1,3,2,3,3,1
ENSG00000238118,0,0,0,0,0,0
ENSG00000276118,0,0,0,0,0,0
ENSG00000232148,0,0,0,0,0,0
ENSG00000278811,1,2,4,4,4,2
ENSG00000000460,256,281,213,194,194,214
ENSG00000275075,0,0,0,0,0,0
ENSG00000135862,9242,9013,7439,6665,6665,6866
ENSG00000232952,102,107,100,74,74,58
ENSG00000227722,0,0,0,0,0,0
ENSG00000285922,0,0,0,0,0,0
ENSG00000275801,0,0,0,0,0,0
ENSG00000143198,2225,2289,2313,2092,2092,1826
ENSG00000143318,2,9,14,10,10,5
ENSG00000232188,0,0,0,0,0,0
ENSG00000232212,0,0,0,0,0,0
ENSG00000143621,7962,8568,8880,7967,7967,7357
ENSG00000241042,0,0,0,0,0,0
ENSG00000260322,0,0,0,0,0,0
ENSG00000223495,0,0,0,0,0,0
ENSG00000143156,292,319,291,294,294,248
ENSG00000198771,2,1715,3,4,4,11
ENSG00000225462,2,0,0,2,2,0
ENSG00000237756,0,0,0,0,0,0
ENSG00000213064,744,780,732,569,569,592
ENSG00000143179,1638,1655,1523,1321,1321,1275
ENSG00000271187,0,0,0,0,0,0
ENSG00000274562,0,0,0,0,0,0
ENSG00000143315,329,372,303,321,321,305
ENSG00000231175,0,0,0,0,0,0
ENSG00000143185,0,2,0,0,0,0
ENSG00000272931,4,4,6,3,3,4
ENSG00000143190,639,690,522,451,451,457
ENSG00000225475,2,2,0,0,0,2
ENSG00000232223,0,0,0,0,0,0
ENSG00000224698,0,4,0,4,4,0
ENSG00000075945,297,361,352,301,301,274
ENSG00000235303,0,0,0,0,0,0
ENSG00000234810,0,0,0,0,0,0
ENSG00000224468,8,0,0,4,4,2
ENSG00000232551,0,0,0,0,0,0
ENSG00000092607,2,2,2,4,4,2
ENSG00000238270,0,0,0,0,0,0
ENSG00000285894,0,0,0,0,0,0
ENSG00000236025,0,0,0,0,0,0
ENSG00000230704,0,0,0,0,0,0
ENSG00000283255,0,0,0,0,0,0
ENSG00000227741,16,12,16,12,12,8
ENSG00000286754,0,0,0,0,0,0
ENSG00000232751,0,0,0,2,2,1
ENSG00000117091,3,164,3,1,1,4
ENSG00000235378,0,0,0,0,0,0
ENSG00000143171,0,0,0,0,0,0
ENSG00000275767,0,0,0,0,0,0
ENSG00000047410,31583,35089,30030,26692,26692,25737
ENSG00000231992,3,9,1,2,2,2
ENSG00000018625,6,2,6,6,6,0
ENSG00000171806,117,130,110,126,126,89
ENSG00000287919,0,0,0,0,0,0
ENSG00000233882,0,0,0,0,0,0
ENSG00000198358,0,0,0,0,0,0
ENSG00000134216,0,0,0,0,0,0
ENSG00000230748,0,0,0,0,0,0
ENSG00000254154,0,0,0,0,0,1
ENSG00000162694,343,324,355,365,365,298
ENSG00000238108,0,0,0,0,0,0
ENSG00000214262,0,0,0,0,0,0
ENSG00000118197,1332,1389,1261,1298,1298,1168
ENSG00000135842,4165,4482,2823,2178,2178,2240
ENSG00000229258,0,0,1,0,0,0
ENSG00000287472,0,0,0,0,0,0
ENSG00000241318,2,1,0,0,0,2
ENSG00000228238,0,0,0,0,0,0
ENSG00000232393,1,0,1,0,0,2
ENSG00000184155,0,0,0,0,0,0
ENSG00000058085,71,82,80,27,27,36
ENSG00000260088,1,0,1,1,1,0
ENSG00000116815,375,383,339,364,364,298
ENSG00000232917,0,0,0,2,2,2
ENSG00000233057,2,6,1,0,0,2
ENSG00000143167,0,96,0,0,0,1
ENSG00000143184,0,8,0,0,0,0
ENSG00000260976,0,7,5,2,2,2
ENSG00000235215,2,0,0,0,0,0
ENSG00000224691,0,0,0,0,0,0
ENSG00000286572,0,4,3,0,0,0
ENSG00000235101,0,2,0,0,0,0
ENSG00000228215,0,0,0,0,0,0
ENSG00000177807,6,8,12,4,4,20
ENSG00000233626,0,0,0,0,0,0
ENSG00000233691,0,0,0,0,0,0
ENSG00000143228,1301,1312,1337,1328,1328,1045
ENSG00000235827,0,0,0,0,0,0
ENSG00000231615,2,6,4,4,4,0
ENSG00000231714,0,0,0,1,1,0
ENSG00000174514,18,28,21,14,14,14
ENSG00000143178,4,16,24,15,15,8
ENSG00000116833,36,25,35,10,10,5
ENSG00000227740,1,0,2,0,0,0
ENSG00000000457,199,185,122,148,148,122
ENSG00000143507,111,136,98,106,106,112
ENSG00000285638,0,0,0,0,0,0
ENSG00000284592,0,0,0,0,0,0
ENSG00000230987,0,2,0,0,0,0
ENSG00000232527,0,0,0,0,0,0
ENSG00000215833,0,0,0,0,0,0
ENSG00000228167,0,0,0,0,0,0
ENSG00000223344,0,0,0,0,0,0
ENSG00000150732,0,0,0,0,0,0
ENSG00000157064,71,51,52,51,51,21
ENSG00000288139,0,0,0,0,0,0
ENSG00000215808,35,31,50,51,51,40
ENSG00000059588,1846,2035,1741,1416,1416,1342
ENSG00000237379,0,0,0,0,0,0
ENSG00000232959,0,0,0,0,0,0
ENSG00000122224,0,71,0,0,0,0
ENSG00000162782,0,0,0,0,0,0
ENSG00000238051,0,0,0,0,0,0
ENSG00000233196,0,0,0,0,0,0
ENSG00000229220,0,0,0,0,0,0
ENSG00000143653,2824,2906,2912,2288,2288,2126
ENSG00000158711,856,916,790,788,788,742
ENSG00000227747,0,0,0,0,0,0
ENSG00000228081,0,0,0,0,0,0
ENSG00000228020,0,0,0,0,0,2
ENSG00000234975,0,184,241,188,188,182
ENSG00000162851,717,725,689,618,618,589
ENSG00000271427,3,0,2,2,2,0
ENSG00000143353,36,61,52,40,40,38
ENSG00000197965,1707,1711,1434,1453,1453,1590
ENSG00000143493,667,576,578,544,544,496
ENSG00000230777,0,0,0,1,1,0
ENSG00000179397,24,20,44,16,16,12
ENSG00000224540,0,0,0,1,1,0
ENSG00000117592,3758,3824,3626,3116,3116,2971
ENSG00000186197,0,2,0,0,0,0
ENSG00000229067,2,0,1,4,4,0
ENSG00000227711,0,0,0,0,0,0
ENSG00000261182,0,0,0,0,0,0
ENSG00000228879,0,0,0,0,0,3
ENSG00000227925,0,0,0,0,0,0
ENSG00000162670,0,2,3,0,0,0
ENSG00000225712,0,0,0,0,0,1
ENSG00000162761,0,0,0,0,0,0
ENSG00000143199,3,0,0,0,0,2
ENSG00000007908,0,0,0,0,0,0
ENSG00000092978,1130,1227,1306,1153,1153,1045
ENSG00000143499,1228,1337,1274,1168,1168,1132
ENSG00000188404,0,761,0,0,0,8
ENSG00000227735,0,0,0,0,0,0
ENSG00000143196,0,0,0,0,0,0
ENSG00000228504,0,0,0,0,0,0
ENSG00000274702,0,0,0,0,0,0
ENSG00000226211,0,0,0,0,0,0
ENSG00000236942,3,8,0,1,1,6
ENSG00000287205,0,0,0,0,0,0
ENSG00000203697,0,1,0,5,5,1
ENSG00000116574,0,731,834,901,901,791
ENSG00000287929,0,0,0,0,0,0
ENSG00000224896,0,0,0,0,0,0
ENSG00000121481,206,276,290,239,239,223
ENSG00000227940,0,0,0,0,0,0
ENSG00000143248,2,2,0,2,2,0
ENSG00000162814,39,39,47,45,45,41
ENSG00000225172,0,0,0,0,0,0
ENSG00000261642,0,0,0,0,0,0
ENSG00000228239,0,0,0,0,0,0
ENSG00000237283,0,0,0,0,0,0
ENSG00000116132,0,0,0,0,0,0
ENSG00000238042,0,0,0,2,2,0
ENSG00000271475,0,0,0,0,0,0
ENSG00000231877,0,0,0,0,0,0
ENSG00000116679,3222,3456,3068,2339,2339,2192
ENSG00000228536,0,0,0,0,0,0
ENSG00000230550,0,0,0,0,0,0
ENSG00000229242,0,0,0,0,0,0
ENSG00000228470,2,1,2,5,5,5
ENSG00000152092,129,116,105,68,68,91
ENSG00000234984,0,0,0,0,0,0
ENSG00000231648,0,0,0,0,0,0
ENSG00000229983,2,2,0,0,0,1
ENSG00000215149,0,0,0,0,0,0
ENSG00000225122,0,0,0,0,0,0
ENSG00000225920,6,6,0,4,4,5
ENSG00000143476,1727,1648,1213,1139,1139,1098
ENSG00000121486,409,367,395,416,416,372
ENSG00000228437,0,0,0,0,0,0
ENSG00000057252,3485,3447,2875,2221,2221,2204
ENSG00000285718,0,0,0,0,0,0
ENSG00000234070,0,0,0,0,0,1
ENSG00000233620,0,0,0,0,0,0
ENSG00000237783,0,0,0,0,0,0
ENSG00000233018,0,0,0,0,0,0
ENSG00000224783,0,0,0,0,0,0
ENSG00000162852,648,830,640,518,518,532
ENSG00000232792,0,0,0,0,0,0
ENSG00000273004,8,15,11,10,10,8
ENSG00000143842,1642,1649,1510,1136,1136,1290
ENSG00000268062,0,0,0,0,0,0
ENSG00000237409,2,0,0,0,0,0
ENSG00000116962,90,75,58,67,67,57
ENSG00000288078,0,0,0,0,0,0
ENSG00000271399,0,0,0,0,0,0
ENSG00000229757,0,5,4,0,0,0
ENSG00000232679,0,0,0,0,0,0
ENSG00000220749,2,4,2,1,1,0
ENSG00000181450,73,83,82,74,74,49
ENSG00000223519,32,33,23,30,30,15
ENSG00000286285,2,2,2,0,0,0
ENSG00000225300,1,0,0,0,0,1
ENSG00000223842,0,3,0,0,0,1
ENSG00000162753,0,0,0,0,0,0
ENSG00000228247,8,5,3,5,5,4
ENSG00000231424,0,0,0,0,0,0
ENSG00000143355,17,13,17,4,4,12
ENSG00000287177,0,0,0,0,0,0
ENSG00000237193,0,0,0,0,0,0
ENSG00000223490,0,0,0,0,0,0
ENSG00000121644,347,345,292,307,307,311
ENSG00000174502,31,45,17,37,37,47
ENSG00000224286,0,0,0,0,0,0
ENSG00000158715,118,113,128,109,109,111
ENSG00000143195,0,0,0,0,0,0
ENSG00000162849,0,8,0,4,4,6
ENSG00000232824,2,0,0,0,0,0
ENSG00000273416,0,0,0,0,0,0
ENSG00000282111,0,0,0,0,0,0
ENSG00000233410,0,0,0,0,0,0
ENSG00000067533,1867,2180,2178,2044,2044,1815
ENSG00000228955,8,6,7,0,0,7
ENSG00000270443,0,0,0,0,0,0
ENSG00000116209,5996,6831,6465,5659,5659,4395
ENSG00000224702,0,0,0,0,0,0
ENSG00000271811,0,0,0,0,0,0
ENSG00000224278,0,0,0,0,0,0
ENSG00000235492,0,0,0,0,0,0
ENSG00000287808,27,19,23,12,12,24
ENSG00000229840,2,0,2,0,0,0
ENSG00000226486,0,0,0,0,0,0
ENSG00000227687,0,0,0,0,0,0
ENSG00000231814,0,0,0,0,0,0
ENSG00000286210,0,0,0,0,0,0
ENSG00000287364,0,0,0,0,0,0
ENSG00000260698,9,7,3,6,6,4
ENSG00000277007,20,6,12,17,17,21
ENSG00000229016,0,0,0,0,0,0
ENSG00000152104,3158,2955,2367,2181,2181,2324
ENSG00000236975,13,4,1,0,0,2
ENSG00000286541,0,0,0,0,0,0
ENSG00000117650,2729,3080,3181,2965,2965,2582
ENSG00000235021,12,17,14,8,8,19
ENSG00000203724,12,22,32,25,25,18
ENSG00000225006,0,0,0,0,0,0
ENSG00000287633,0,0,2,0,0,0
ENSG00000158764,0,0,0,0,0,0
ENSG00000223375,0,0,0,0,0,0
ENSG00000230714,0,0,0,0,0,0
ENSG00000261065,0,0,0,0,0,0
ENSG00000260855,263,251,237,178,178,159
ENSG00000236206,1,7,4,5,5,4
ENSG00000168118,1240,1300,1264,1092,1092,955
ENSG00000173726,2216,2505,2871,2248,2248,1933
ENSG00000282852,0,0,0,0,0,0
ENSG00000152382,302,340,273,226,226,264
ENSG00000143839,0,0,0,0,0,0
ENSG00000232100,0,0,0,0,0,0
ENSG00000261024,4,5,3,3,3,0
ENSG00000230547,4,4,4,5,5,6
ENSG00000176754,0,0,0,0,0,0
ENSG00000227953,75,60,89,63,63,34
ENSG00000232215,0,0,0,0,0,0
ENSG00000135829,5626,6039,5941,5126,5126,4895
ENSG00000228289,0,0,0,0,0,0
ENSG00000134717,683,620,606,485,485,474
ENSG00000232989,0,0,0,0,0,0
ENSG00000233537,0,0,0,0,0,0
ENSG00000116668,105,130,126,126,126,114
ENSG00000278180,0,0,0,0,0,0
ENSG00000232341,4,3,2,4,4,7
ENSG00000287676,0,0,0,0,0,0
ENSG00000236792,5,0,1,0,0,0
ENSG00000143207,962,1056,998,739,739,692
ENSG00000270859,0,0,0,0,0,0
ENSG00000238224,0,0,0,0,0,0
ENSG00000286775,0,0,0,0,0,0
ENSG00000237492,0,0,0,0,0,0
ENSG00000230404,0,0,0,0,0,0
ENSG00000236230,0,0,0,0,0,0
ENSG00000026751,6,37,2,3,3,12
ENSG00000150681,0,0,0,2,2,0
ENSG00000116906,990,977,903,946,946,897
ENSG00000092969,167,218,175,101,101,116
ENSG00000157181,1121,1311,1340,1352,1352,1144
ENSG00000250762,4,6,0,3,3,4
ENSG00000236720,0,0,0,0,0,0
ENSG00000227421,0,0,0,0,0,0
ENSG00000227240,0,0,0,0,0,0
ENSG00000076258,0,7,2,2,2,0
ENSG00000286073,0,0,0,0,0,0
ENSG00000231084,0,0,1,2,2,4
ENSG00000117697,1115,1105,1023,1062,1062,1009
ENSG00000235083,0,0,0,0,0,0
ENSG00000162669,0,0,0,0,0,0
ENSG00000132681,0,0,0,0,0,0
ENSG00000225904,0,0,0,0,0,0
ENSG00000270920,0,0,0,0,0,0
ENSG00000143641,25064,26511,18033,19202,19202,18376
ENSG00000227630,30,18,28,25,25,17
ENSG00000228830,0,0,0,0,0,0
ENSG00000010932,0,0,0,0,0,0
ENSG00000282849,2,0,0,0,0,0
ENSG00000226640,0,0,0,0,0,0
ENSG00000010072,907,873,927,933,933,808
ENSG00000135766,1415,1484,1189,1268,1268,1145
ENSG00000279261,0,2,0,0,0,0
ENSG00000213051,32,20,49,24,24,39
ENSG00000238054,0,0,0,0,0,0
ENSG00000163534,0,2,0,0,0,0
ENSG00000168243,25,47,36,23,23,15
ENSG00000281453,0,0,0,0,0,0
ENSG00000237469,0,0,0,0,0,0
ENSG00000224939,6,2,8,13,13,8
ENSG00000227613,0,0,0,0,0,0
ENSG00000116183,0,2,2,2,2,0
ENSG00000232194,4,0,0,0,0,0
ENSG00000231612,0,0,0,0,0,0
ENSG00000271036,0,0,0,0,0,0
ENSG00000230849,1,2,4,5,5,11
ENSG00000170382,55,100,20,17,17,22
ENSG00000226868,0,0,0,0,0,0
ENSG00000279401,0,0,0,0,0,0
ENSG00000272362,0,0,0,0,0,0
ENSG00000287450,0,0,0,0,0,0
ENSG00000237011,0,0,0,0,0,0
ENSG00000233583,0,0,2,0,0,0
ENSG00000066027,699,921,828,744,744,673
ENSG00000286263,0,0,0,0,0,0
ENSG00000227006,26,32,26,10,10,14
ENSG00000224525,0,0,0,0,0,0
ENSG00000173728,0,1,2,0,0,0
ENSG00000225811,0,0,0,0,0,0
ENSG00000273093,0,0,0,0,0,0
ENSG00000227818,0,0,0,0,0,0
ENSG00000135828,181,225,207,225,225,219
ENSG00000286398,0,0,0,0,0,0
ENSG00000185523,0,0,0,0,0,0
ENSG00000116711,1077,1167,1254,1200,1200,1057
ENSG00000226750,0,0,0,0,0,0
ENSG00000285665,7,18,17,10,10,10
ENSG00000231022,0,0,0,0,0,0
ENSG00000224436,0,0,0,0,0,0
ENSG00000228208,0,0,0,0,0,0
ENSG00000273384,0,2,0,1,1,0
ENSG00000238061,2,2,10,8,8,12
ENSG00000234915,0,0,1,0,0,0
ENSG00000143845,132,125,78,99,99,61
ENSG00000227585,0,0,0,0,0,0
ENSG00000157060,0,0,0,0,0,0
ENSG00000237213,0,0,0,0,0,0
ENSG00000224260,0,0,0,0,0,0
ENSG00000213045,0,0,0,0,0,0
ENSG00000230063,0,0,0,0,0,0
ENSG00000235467,0,0,0,0,0,0
ENSG00000123684,1483,1355,1267,1088,1088,1023
ENSG00000228044,2,0,2,0,0,0
ENSG00000225338,5,5,1,3,3,2
ENSG00000224407,0,0,0,0,0,0
ENSG00000232463,0,0,0,0,0,0
ENSG00000237457,0,0,0,0,0,0
ENSG00000225171,8,7,6,0,0,14
ENSG00000235386,0,0,0,0,0,0
ENSG00000123836,1699,1647,1520,1455,1455,1454
ENSG00000213690,0,0,0,0,0,0
ENSG00000229832,0,2,0,0,0,0
ENSG00000225233,0,0,0,0,0,0
ENSG00000237514,0,0,0,0,0,0
ENSG00000287856,0,0,0,0,0,0
ENSG00000226375,0,1,0,0,0,0
ENSG00000203705,631,606,720,584,584,572
ENSG00000224040,35,53,49,33,33,29
ENSG00000228686,1,2,0,1,1,0
ENSG00000279838,11,13,3,12,12,12
ENSG00000174175,0,7,0,0,0,0
ENSG00000236401,0,0,0,0,0,0
ENSG00000241475,0,0,0,0,0,0
ENSG00000215800,0,0,0,0,0,0
ENSG00000286421,0,0,0,0,0,0
ENSG00000270936,0,0,0,0,0,0
ENSG00000008118,0,0,1,0,0,4
ENSG00000171161,746,708,641,594,594,555
ENSG00000241505,0,0,0,0,0,0
ENSG00000282097,2,0,2,0,0,0
ENSG00000261453,0,0,0,0,0,0
ENSG00000231020,0,0,0,0,0,0
ENSG00000270818,0,0,0,0,0,0
ENSG00000196878,5055,4623,4429,4111,4111,4301
ENSG00000225561,0,0,0,0,0,0
ENSG00000074964,969,901,865,771,771,801
ENSG00000223847,0,0,0,0,0,0
ENSG00000277704,0,0,0,0,0,0
ENSG00000259815,0,0,0,0,0,0
ENSG00000240963,0,0,0,0,0,0
ENSG00000226570,0,0,0,0,0,0
ENSG00000198929,507,491,437,346,346,368
ENSG00000230628,0,0,0,0,0,0
ENSG00000227579,0,0,0,0,0,0
ENSG00000174606,562,581,549,540,540,442
ENSG00000179914,0,0,0,0,0,0
ENSG00000121446,0,0,0,0,0,0
ENSG00000236905,0,2,0,0,0,0
ENSG00000233304,0,0,0,0,0,0
ENSG00000227887,2,0,0,0,0,0
ENSG00000116903,580,615,575,586,586,553
ENSG00000226196,0,0,0,0,0,0
ENSG00000287354,0,0,0,0,0,0
ENSG00000233827,0,0,0,0,0,0
ENSG00000198797,0,0,0,0,0,0
ENSG00000151414,440,432,488,370,370,384
ENSG00000177614,14,18,10,14,14,12
ENSG00000235182,0,0,0,0,0,0
ENSG00000287157,0,0,0,0,0,0
ENSG00000233920,0,0,0,0,0,0
ENSG00000183831,0,0,0,0,0,0
ENSG00000225755,0,0,0,0,0,0
ENSG00000197472,21,12,22,16,16,12
ENSG00000230184,0,0,0,0,0,0
ENSG00000232436,0,0,0,0,0,0
ENSG00000231718,0,0,0,0,0,0
ENSG00000136643,725,750,742,723,723,662
ENSG00000232537,0,2,0,0,0,0
ENSG00000285521,0,0,0,0,0,0
ENSG00000236317,3,5,3,4,4,4
ENSG00000176855,6,6,2,8,8,4
ENSG00000227728,0,0,0,0,0,0
ENSG00000162877,2,2,0,2,2,0
ENSG00000225401,0,3,0,2,2,4
ENSG00000228190,0,0,0,0,0,0
ENSG00000135747,7,8,0,9,9,4
ENSG00000227237,1,0,0,0,0,2
ENSG00000069248,647,645,662,632,632,507
ENSG00000232812,0,0,0,0,0,0
ENSG00000242042,0,1,0,0,0,0
ENSG00000234464,0,0,0,0,0,0
ENSG00000253148,0,0,0,0,0,0
ENSG00000227751,0,0,0,0,0,0
ENSG00000090104,5,1047,0,32,32,40
ENSG00000285280,0,2,0,2,2,2
ENSG00000232892,0,0,2,0,0,0
ENSG00000236950,0,0,0,0,0,0
ENSG00000236468,0,1,0,0,0,0
ENSG00000185220,488,524,545,396,396,384
ENSG00000226003,0,0,0,0,0,0
ENSG00000230813,0,0,0,0,0,0
ENSG00000236101,2,0,2,0,0,0
ENSG00000162769,632,590,689,794,794,681
ENSG00000133065,1390,1450,1112,1201,1201,1268
ENSG00000278684,0,0,0,0,0,0
ENSG00000236775,0,0,0,0,0,0
ENSG00000042781,4,3,2,0,0,0
ENSG00000234754,10,12,19,8,8,8
ENSG00000233084,0,1,5,2,2,1
ENSG00000227815,0,0,0,0,0,0
ENSG00000287046,0,0,0,0,0,0
ENSG00000228863,0,9,0,0,0,0
ENSG00000228646,0,0,0,0,0,0
ENSG00000229112,0,0,0,0,0,0
ENSG00000233332,8,0,3,2,2,0
ENSG00000231984,0,0,0,0,0,0
ENSG00000226876,4,4,2,0,0,0
ENSG00000277462,2,22,6,6,6,5
ENSG00000225591,0,1,0,0,0,0
ENSG00000035687,1040,1306,1243,1040,1040,999
ENSG00000213080,431,348,371,382,382,345
ENSG00000180287,0,0,0,0,0,0
ENSG00000226693,0,0,0,0,0,0
ENSG00000231272,7,2,3,9,9,6
ENSG00000223828,0,0,0,0,0,0
ENSG00000230124,3933,4246,3826,3169,3169,2909
ENSG00000226723,0,3,0,2,2,2
ENSG00000272672,1,0,0,0,0,0
ENSG00000228982,0,0,0,1,1,0
ENSG00000235096,0,0,0,0,0,0
ENSG00000007341,383,404,383,406,406,313
ENSG00000286747,6,4,0,2,2,2
ENSG00000236069,0,0,0,0,0,0
ENSG00000236244,5,1,1,1,1,1
ENSG00000272865,13,4,12,3,3,2
ENSG00000143324,1795,1793,1249,1492,1492,1484
ENSG00000229871,0,0,0,0,0,0
ENSG00000225222,0,0,0,0,0,0
ENSG00000118193,2198,2201,2211,2243,2243,2115
ENSG00000198842,0,0,0,0,0,0
ENSG00000286619,32,14,28,7,7,14
ENSG00000198756,0,4,0,0,0,2
ENSG00000271558,0,0,0,0,0,0
ENSG00000227554,0,0,0,0,0,0
ENSG00000178596,1,0,0,0,0,0
ENSG00000054282,126,1197,1057,1287,1287,1092
ENSG00000183780,275,238,251,160,160,192
ENSG00000229663,1,1,0,2,2,1
ENSG00000162702,634,631,661,525,525,473
ENSG00000238272,0,0,0,0,0,0
ENSG00000228530,0,0,0,0,0,0
ENSG00000235060,0,3,0,0,0,4
ENSG00000143194,0,0,0,0,0,0
ENSG00000054267,6161,6965,6826,6641,6641,5533
ENSG00000287921,1,2,0,0,0,0
ENSG00000177800,7,6,5,2,2,9
ENSG00000232166,0,0,2,0,0,2
ENSG00000175137,2476,2458,2514,2274,2274,2446
ENSG00000134245,117,97,83,93,93,77
ENSG00000227373,15,18,18,13,13,23
ENSG00000228175,73,104,79,84,84,44
ENSG00000069275,36425,42464,41831,39099,39099,35347
ENSG00000237317,0,0,0,0,0,0
ENSG00000187889,0,0,0,2,2,1
ENSG00000097046,1336,1159,1138,983,983,865
ENSG00000232113,0,0,0,0,0,0
ENSG00000282718,4,5,13,9,9,6
ENSG00000231378,0,0,0,0,0,0
ENSG00000235605,3,2,3,2,2,4
ENSG00000224857,2,0,2,0,0,2
ENSG00000273367,0,3,4,6,6,3
ENSG00000230604,0,0,1,0,0,0
ENSG00000231605,0,0,0,0,0,0
ENSG00000236358,112,125,186,160,160,188
ENSG00000203737,0,2,0,0,0,0
ENSG00000215873,4,12,6,1,1,5
ENSG00000185420,184,181,185,148,148,146
ENSG00000076321,629,702,683,532,532,513
ENSG00000272175,0,0,0,1,1,0
ENSG00000213070,16,7,14,13,13,22
ENSG00000282265,0,0,0,0,0,0
ENSG00000229747,0,0,0,0,0,0
ENSG00000117280,508,550,414,391,391,387
ENSG00000233985,0,0,0,0,0,0
ENSG00000236719,4,0,2,0,0,2
ENSG00000136636,5003,5126,4886,4009,4009,3569
ENSG00000225486,0,0,0,0,0,1
ENSG00000227043,0,0,0,0,0,0
ENSG00000163874,536,555,526,472,472,503
ENSG00000285777,0,0,0,0,0,0
ENSG00000286109,0,0,0,0,0,0
ENSG00000213068,2,4,10,8,8,13
ENSG00000054392,0,17,6,10,10,10
ENSG00000122223,2,17,0,0,0,3
ENSG00000188739,5,9,4,9,9,5
ENSG00000286666,0,0,0,0,0,0
ENSG00000273198,0,0,0,0,0,0
ENSG00000203730,2,3,0,0,0,2
ENSG00000225719,0,0,0,0,0,0
ENSG00000273483,0,0,1,0,0,0
ENSG00000203729,0,0,0,0,0,0
ENSG00000232809,0,0,0,0,0,0
ENSG00000285981,0,0,2,0,0,0
ENSG00000261729,4,0,0,2,2,0
ENSG00000215796,0,0,0,0,0,0
ENSG00000233047,0,0,0,0,0,0
ENSG00000143341,0,2,0,0,0,0
ENSG00000228309,0,0,0,0,0,0
ENSG00000229739,0,0,4,5,5,2
ENSG00000116703,2,0,0,0,0,0
ENSG00000273874,0,1,0,1,1,1
ENSG00000278757,0,0,0,0,0,0
ENSG00000264341,0,0,0,0,0,0
ENSG00000264101,0,0,2,0,0,0
ENSG00000252404,0,0,0,0,0,0
ENSG00000243267,0,0,0,0,0,0
ENSG00000239149,0,0,0,0,0,0
ENSG00000252151,0,0,0,0,0,0
ENSG00000252969,0,1,0,0,0,0
ENSG00000252956,0,0,0,0,0,0
ENSG00000265606,0,0,0,0,0,0
ENSG00000284357,0,0,0,0,0,0
ENSG00000207237,0,0,0,0,0,0
ENSG00000222784,0,0,0,0,0,0
ENSG00000266210,0,0,0,0,0,0
ENSG00000265961,0,0,0,0,0,0
ENSG00000252691,0,0,0,0,0,0
ENSG00000253005,0,0,0,0,0,0
ENSG00000238316,0,0,0,0,0,0
ENSG00000207941,0,0,0,0,0,0
ENSG00000264773,0,1,0,0,0,0
ENSG00000199963,0,1,0,0,0,0
ENSG00000264698,0,0,0,0,0,0
ENSG00000207328,0,0,0,0,0,0
ENSG00000207466,0,0,0,0,0,0
ENSG00000252368,0,0,0,0,0,0
ENSG00000206779,0,0,0,0,0,0
ENSG00000200796,0,0,0,0,0,0
ENSG00000252190,0,0,0,0,0,0
ENSG00000264613,0,0,0,0,0,0
